video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,video_error_or_removed,description
JCBl3_780Cc,17.14.11,Турникмен против Химика. Жим 100 кг на 100 раз!,Body Mania,17,2017-11-13T10:30:05.000Z,"бодибилдинг|""турникмен""|""химик""|""100кг""|""на 100 раз""|""Войтенко""|""Шредер""|""Спасокукоцкий""|""body mania""|""боди мания""|""ХАЙП""|""ЮТУБ""|""youtube""|""ШОк""|""lol""|""Битва""|""заруба""|""драка""|""mma""|""Дрыщи""|""пранк""|""prank""|""жим""|""жим лежа""",345569,16751,769,2630,https://i.ytimg.com/vi/JCBl3_780Cc/default.jpg,FALSE,FALSE,FALSE,"Подпишись на канал - http://www.youtube.com/user/bodymaniaa\n1ХБЕТ - http://bit.ly/2ycdZs1 \nКанал 1xbet - https://goo.gl/pz6TmJ \nInstagram - http://instagram.com/body_mania\nВК BODY MANIA - http://vk.com/body_mania\nТурникмен против Химика. Жим 100 кг на 100 раз!\nВойтенко, Спасокукоцкий, Шредер!"
d9ndEyk2lBw,17.14.11,Regime forces use UR-77 mine clearence charges in an attempt to break through in Jobar,News & Politics #17,24,2017-11-11T18:20:21.000Z,"Insurgency|""Jobar""|""Damascus""|""Damascus Governorate""|""Syria""",151624,106,35,53,https://i.ytimg.com/vi/d9ndEyk2lBw/default.jpg,FALSE,FALSE,FALSE,"Regime forces use UR-77 mine clearence charges in an attempt to break through in Jobar\nLike nearby Ein Tarma, Jobar has been a real meat grinder for the assad conscripts and shiite mercenaries sent by Tehran.
\n
\nToday they have been using Russian UR-77 mine clearance charges as they seek to make a breakthrough.
\n
\n
\n
\n
\nThe second charge does not detonate, either due to incompetent handling, or poor manufacturing"
L_OP79MnELA,17.14.11,Идея для бизнеса  2018 - покупка готового бизнеса под ключ,Бизнес идея,22,2017-11-13T04:50:47.000Z,"бизнес идея|""бизнес идеи""|""бизнес блог""|""про бизнес""|""бизнес план""|""выгодный бизнес""|""бизнес процесс""|""жизньби""|""готовый бизнес""|""без вложений""|""прибыльный бизнес""|""малый бизнес""|""новый бизнес""|""начало бизнеса""|""актуальный бизнес""|""как заработать""|""как зарабатывать""|""секреты успеха""|""как начать свой бизнес""|""какой бизнес открыть""|""каким бизнесом заняться""|""как открыть свой бизнес""|""бизнес с нуля""|""деньги""|""бм""|""бизнес молодость""|""трансформатор""|""to-biz бизнес идеи""|""top top \ идеи для бизнеса""",79197,225,343,119,https://i.ytimg.com/vi/L_OP79MnELA/default.jpg,FALSE,FALSE,FALSE,"Идея для бизнеса 2018 приносящая стабильный пассивный доход и прибыльный бизнес. Наш сайт http://nkids.ru  мы ответим вам по всем вашим вопросам.  Мощная Бизнес идея, приносящая стабильный пассивный доход и прибыльный бизнес . Некоторые бизнес идеи 2018 года основаны на новых современных технологиях, которые стремительно ворвались в нашу жизнь. Но если брать в целом, то готовый бизнес процесс это довольно сложный механизм, который нельзя запустить совсем без вложений. Любой малый бизнес начинается с идеи и в конечном итоге, если вкладывать в него душу превращяется в готовый бизнес. Секреты успеха многих стартапов заключаются в том, что нужно почувствовать актуальный бизнес в определенный период времени. Так как сделали многие популярные youtube блогеры бм, бизнес молодость, трансформатор, жизньби, tobiz бизнес идеи они четко уловили тенденцию, взяв для себя нишу, приносящую по-настоящему большие деньги. Многие начинающие бизнесмены почти всегда сталкиваются с вопросом какой бизнес открыть  или каким бизнесом заняться,  не понимая того, что любой бизнес это интелектуальный процесс, который нельзя запустить, не имея четкий бизнес план и грамотно продуманную стратегию. Любой новый бизнес это всегда риск, связанный с неграмотно распределенными инвестициями. Сейчас в сети много информации про бизнес, различные бизнес блоги, которые рассказывают про тот или иной бизнес, не понимая, что на практике все по - другому. Если рассматривать любой выгодный бизнес через призму аналитики, то мы поймем что выгодным он стал не сразу, а через определенный период времени. У многих этот период от начала бизнеса до его рентабельности занимает от года до трех лет. И всетаки как открыть свой бизнес с нуля и как начать зарабатывать, не имея опыта и знаний. Для этого нужно запастись терпением, настроить себя на долгую серьезную работу. Многие начинают с того, что штудируют площадки tobiz бизнес идеи и top top идеи для бизнеса, выискивая информацию как заработать и как зарабатывать много не прилагая для этого никаких усилий.Если правильно выстроить бизнес план и четко выставить весь бизнес процесс, то можно получить хороший результат прибыльный бизнес, поэтому выгодный бизнес в условиях экономических санкций это уже не утопия, для этого можно прочитать популярный бизнес блог посвященный этой теме, в нем подробно рассказано как открыть актуальный бизнес без вложений. Любой малый бизнес рано или поздно сталкивается с процессом рентабельности, можно конечно использовать секреты успеха многих известных предпринемателей или смотреть каналы бм, жизньби, бизнес молодость, трансформатор, где они рассказывают как открыть свой бизнес и заработать большие деньги. На этих каналах подробно рассказывают как заработать, как зарабатывать, какой бизнес открыть, каким бизнесом заняться, как начать свой бизнес, и делают это в новом современном формате с использованием хайповых технологий. Здесь мы подробно разберем как заработать и как зарабатывать без лишних затрат времени и сил, и раскроем все секреты успеха молодых предпринимателей, которые открыли свой малый бизнес практически  без вложений и подробно разберем как они это сделали. После просмотра этого видео  вопрос каким бизнесом заняться у вас потеряет смысл  так как мы предлагаем самый современный и актуальный бизнес на 2018 год с окупаемостью менее двух месяцев,  приносящий хорошие деньги бм, бизнес молодость, трансформатор, to-biz бизнес идеи, top top идеи для бизнеса.  Поэтому, если вы действительно созрели для вопроса как начать свой бизнес, то нужно делать это сейчас. Мы расскажем тебе как начать прибыльный бизнес.\n\nНаш официальный сайт: www.novotouch.ru\nВендинговое оборудование www.nkids.ru \nГруппа ВКонтакте https://vk.com/nkids_biz\nГруппа Facebook https://www.facebook.com/Nkidsnovotuch/\nInstagramm https://www.instagram.com/novotouch_business/\nНаш офис: г. Тула , Московское шоссе д. 6\nгорячая линяя: 8-800-775-41-88"
qHL7mEzDxhI,17.14.11,"КОРОЧЕ ГОВОРЯ, РЕПЕТИТОР - ТимТим.",Tим Тим,23,2017-11-12T14:24:32.000Z,"короче говоря|""тим тим""|""long story short""|""репетитор""|""как подготовиться к экзамену""|""егэ""",738654,38917,1724,2339,https://i.ytimg.com/vi/qHL7mEzDxhI/default.jpg,FALSE,FALSE,FALSE,"Короче, у Тима проблемы с математикой...\n\nКоммерация: tim_promo@mail.ru\n\nПодпишись на канал ► http://goo.gl/CV4xJt\n\nЯ ВКонтакте ►https://vk.com/timtim01\n\nПаблик ТимТим ► https://vk.com/timtimich03\n\n\nПАБЛИК VIdeo Vine ► https://vk.com/onlyvines\n\n\n\n\nВсем привет, меня зовут Тим и я снимаю Короче Говоря , этот формат я,вдохновившись, повзаимствовал у ребят с канала Almost Cool, у них он именуется как Long Story Short."
XuIXhyCkacQ,17.14.11,4 ЁШЛИ КИЗНИ УРГАН ОТАСИГА ОТВЕТ!,UzBoom Tv,22,2017-11-13T04:33:12.000Z,"узбоомтв|""uzboomtv""|""4 ешли киз""|""ответь""|""отаси кизни урди""|""узбеклар""|""узбек кино 2017""|""узбегим""|""узбек""|""узбек клип 2017""|""муролим""|""нимагаптв""|""букизик""|""ризанов""|""саайод""|""кун уз""|""футбол янгиликлари""",77786,1769,290,1689,https://i.ytimg.com/vi/XuIXhyCkacQ/default.jpg,FALSE,FALSE,FALSE,"_____________  www.kun.uz ____________________\nBIRLIK  +79533737217 Футболка толстовка кружка чехоллар\n_____________________________________________________________\n\nДОКУМЕНТ КИЛМОКЧИ ЁКИ АВИЯ БИЛЕТ КЕРЕ БУЛСА +79992313428     \n\n_______________________________________________________________\nhttps://goo.gl/h49B7g\nОСОН ВА КУЛАЙ ТАРМОК!\nЙОКИ ТЕЛ РАКАМИМ +79992313428\nКашалек https://alzorex.com/\n___________________________________\n________________________________________\nОБУНА БОЛИШ УЧУН УШБУ ССЫЛКАГА БОСИНГ-  https://goo.gl/nRG8UZ\n_________________________________________\n Иккинчи каналим MUROLIM https://goo.gl/gMsVdF\n_________________________________\n \n\nБАРЧА ТАРМОКЛАР ФАКАТ ШУ ЕРДА\n⬇⬇⬇⬇⬇⬇⬇⬇⬇⬇⬇⬇⬇⬇\n\nОдноклассник.\n https://goo.gl/H8FJXx\n\nВкантакте.\n https://goo.gl/AfAuKK\n\nИнстаграм.\nhttps://goo.gl/s6x4pH\n\nFacebook.\nhttps://goo.gl/jLZ8Fw\n \nТелеграм UzBoomTv.\nhttps://goo.gl/gwydGg\n________________________________\nРЕФЕРАЛ: БИЗНИ ПОРТНЕРКАГА КОШИЛИНГ (АИР) а: https://goo.gl/wc28Wr\n________________________________________\nСПАМ, СОКИНИШ КОМЕНТАРИЯЛАР БИЛАН БИР БИРИМИЗНИ ШАРМАНДА КИЛМАЙЛИК ДО'СТЛАР.\n________________________________________\nЭТИБОРИНГИЗ УЧУН КАТТА РАХМАТ."
79VAuXokTfc,17.14.11,НАВАЛЬНЫЙ 2018:ОЛИГАРХИ ОБЪЯВИЛИ ЗАБАСТОВКУ!,КРУТОЕ ВИДЕО,25,2017-11-13T15:12:32.000Z,"путин|""медведев""|""греф""|""миллер""|""канал""|""воровство""|""ротенберг""|""заработок""|""кремль""|""народ""|""владимир""|""бюджет""|""димон""|""оппозиция""|""правительство""|""власть""|""политика""|""навальный""|""мальцев""|""кудрин""|""мафия""|""криминал""|""вор""|""москва""|""санкт-петербург""|""госдума""|""2017""|""2018""|""2019""|""2020""|""выборы""|""правда""|""крутое видео""|""видео""|""коррупция""|""взятки""|""налог""|""пенсия""|""фонд""|""олигарх""|""вести""|""новости""|""происшествия""|""информация""|""зюганов""|""жириновский""|""зарплата""|""кпрф""|""единая россия""|""россия""|""лдпр""|""дебаты""|""сша""|""митинг""|""чиновник""|""режим""|""putin""|""усманов""",66883,4731,497,942,https://i.ytimg.com/vi/79VAuXokTfc/default.jpg,FALSE,FALSE,FALSE,"Знали ли Вы, что у олигархов тоже бывают забастовки? Навальный рассказал о друзьях-олигархах Путина, которые объявили забастовку всей России. Подробности в данном видео."
YCGNdWqFlBM,17.14.11,Клим Жуков про сериалы Троцкий и Демон революции,Dmitry Puchkov,1,2017-11-13T13:08:54.000Z,"goblin|""гоблин""|""дмитрий пучков""|""клим жуков""|""кино""|""сериал""|""рецензия""|""троцкий""|""демон революции""|""парвус""|""история""|""революция""",101402,6304,249,863,https://i.ytimg.com/vi/YCGNdWqFlBM/default.jpg,FALSE,FALSE,FALSE,Ждёшь новых лекций Клима Жукова? Поддержи проект!\nhttps://oper.ru/donate/history\n\nАудиоверсия: https://oper.ru/video/audio/interview_trotsky.mp4\n\nСайт Тупичок Гоблина: https://oper.ru\nГоблин в Twitter: https://twitter.com/goblin_oper\nГоблин Вконтакте: https://vk.com/goblin\nГоблин в Instagram: https://www.instagram.com/goblin_oper/\nГоблин в Facebook: https://goo.gl/GK13pD\nГруппа Вконтакте: https://vk.com/goblin_oper_ru\nКанал в Telegram: https://t.me/oper_goblin
jielZn5fzWo,17.14.11,60 минут по горячим следам (дневной выпуск в 13:00) от 13.11.17,Россия 24,24,2017-11-13T11:04:43.000Z,"последние новости|""Россия 24""|""онлайн""|""новости дня""|""мировые новости""|""новости России""|""новости мира""|""в прямом эфире""|""вести""|""вести 24""|""Russia24""|""политика""|""экономика""|""бизнес""|""интервью""|""специальный репортаж""|""происшествия""|""ВГТРК""|""информационный канал""|""24 часа""|""новости регионов""|""путин""|""ольга скабеева""|""скабеева""|""попов""|""евгений попов""|""скабеева и попов""|""ток-шоу""|""новое ток-шоу""|""токшоу""|""ток шоу""|""Право голоса""|""место встречи""|""время покажет""|""право знать""|""первая студия""",157093,778,469,577,https://i.ytimg.com/vi/jielZn5fzWo/default.jpg,FALSE,FALSE,FALSE,"Подпишитесь на канал 60 минут: https://www.youtube.com/channel/UCR16nHT1nkmG7g9AkE9tGeQ?sub_confirmation=1
\nНовое ток-шоу с Ольгой Скабеевой и Евгением Поповым от 13 ноября 2017.
\nПоследние новости России и мира, политика, экономика, бизнес, курсы валют, культура, технологии, спорт, интервью, специальные репортажи, происшествия и многое другое.
\nОфициальный YouTube канал ВГТРК. 
\nРоссия 24 - это единственный российский информационный канал, вещающий 24 часа в сутки. Мировые новости и новости регионов России. Экономическая аналитика и интервью с влиятельнейшими персонами. 
\n
\nСмотрите также:
\n
\nНовости в прямом эфире - https://www.youtube.com/playlist?list=PLLHjKKyQ4OaQ73BA1ECZR916u5EI6DnEE
\nМеждународное обозрение - https://www.youtube.com/playlist?list=PLLHjKKyQ4OaSEmz_g88P4pjTgoDzVwfP7
\nСпециальный репортаж - https://www.youtube.com/playlist?list=PLLHjKKyQ4OaQLdG0uLyM27FhyBi6J0Ikf
\nИнтервью - https://www.youtube.com/playlist?list=PLLHjKKyQ4OaReDfS4-5gJqluKn-BGo3Js
\nРеплика - https://www.youtube.com/playlist?list=PLLHjKKyQ4OaQHbPaRzLi35yWWs5EUnvOs
\nФакты - https://www.youtube.com/playlist?list=PLLHjKKyQ4OaR4eBu2aWmjknIzXn2hPX4c
\nМнение - https://www.youtube.com/playlist?list=PLLHjKKyQ4OaST71OImm-f_kc-4G9pJtSG
\nАгитпроп - https://www.youtube.com/playlist?list=PLLHjKKyQ4OaTDGsEdC72F1lI1twaLfu9c
\nРоссия и мир в цифрах - https://www.youtube.com/playlist?list=PLLHjKKyQ4OaRx4uhDdyX5NhSy5aeTMcc4
\nВести в субботу с Брилевым - https://www.youtube.com/playlist?list=PL6MnxjOjSRsQAPpOhH0l_GTegWckbTIB4 
\nВести недели с Киселевым - https://www.youtube.com/playlist?list=PL6MnxjOjSRsRzsISAlU-JcbTi7_a5wB_v 
\nСпециальный корреспондент - https://www.youtube.com/playlist?list=PLDsFlvSBdSWfD19Ygi5fQADrrc4ICefyG 
\nВоскресный вечер с Соловьевым - https://www.youtube.com/playlist?list=PLwJvP0lZee7zYMGBmzUqNn16P71vHzgkU"
mLFHz-aej9U,17.14.11,Осенний розыгрыш,Видеомемы,23,2017-11-13T11:05:09.000Z,"видеомемы|""видео мемы""|""военкомат""|""военком""|""осенний призыв""|""призыв""|""армия""",95171,1047,135,67,https://i.ytimg.com/vi/mLFHz-aej9U/default.jpg,FALSE,FALSE,FALSE,Халявные призы не всегда приносят счастье.\nМы VK: https://vk.com/memasyoutube \nInstagram: https://www.instagram.com/memasyoutube/
UXkcv-b1EqQ,17.14.11,ЗАСМЕЯЛСЯ - ПРОИГРАЛ - ПОПРОБУЙ НЕ ЗАСМЕЯТЬСЯ! ТЕСТ НА ПСИХИКУ НЕ ЗАСМЕЙСЯ ЧЕЛЛЕНДЖ,Виндяй,22,2017-11-12T17:47:09.000Z,"майнкрафт|""жизнь""|""minecraft""|""майнкрафт школьник""|""Тест на психику""|""Тест на психику челлендж""|""Тест на психику challenge""|""challenge""|""засмеешься""|""проиграл""|""не смейся""|""челлендж""|""не залипни""|""ЗАСМЕЯЛСЯ - ПРОИГРАЛ""|""ЗАСМЕЯЛСЯ""|""ПРОИГРАЛ""|""ПОПРОБУЙ НЕ ЗАСМЕЯТЬСЯ""|""юмор""|""комедия""|""влог""|""блог""|""смешно""|""смешное""|""приколы""|""шутки""|""видеоприколы""|""засмеялся проиграл челлендж""|""ТЕСТ""|""НА ПСИХИКУ""|""школьник""|""майн""",539625,24904,3205,3803,https://i.ytimg.com/vi/UXkcv-b1EqQ/default.jpg,FALSE,FALSE,FALSE,"Подпишись, не петушись - http://bit.ly/2dTcaM9\nМой вк - https://vk.com/windyai\nМоя группа - http://bit.ly/2ep8Ur8\n\n\n\nХочешь посмотреть веселые видео или тест на психику не смейся челлендж? Тогда ты пришел по правильному адресу! На этом канале можно найти много блогов и других интересных видео, в том числе, конечно и тест на психику не смейся челлендж. Попробуй не засмеятся на этом видео или продержись дольше меня, тогда с тобой все в порядке, а если нет, то ничего :D\nВ общем, смотрим тест на психику не смейся челлендж и радуемся жизни, такие дела. Так же не забывай смотреть на другие блоги и видео челленджи на канале и подписываться, чтобы больше найти интересных и веселых видео."
c_saLG14vdQ,17.14.11,КТО СТАНЕТ ЧЕМПИОНОМ РОССИИ?,STAVR,17,2017-11-13T15:00:02.000Z,"фиферы|""челлендж""|""7f""|""фуферы""|""ставр""|""герман""|""финито""|""денчик""|""кефир""|""панда""|""футбол""|""кроссбар""|""рфпл""|""чемпион""|""россии""|""гудмакс""|""kefir""|""fifa 18""|""гена миллер""|""7f united""|""pandafx""|""stavr""|""fifa""|""fifa 18 ultimate team""|""crossbar""|""локомотив""|""цска""|""спартак""|""краснодар""|""зенит""",132772,12053,262,873,https://i.ytimg.com/vi/c_saLG14vdQ/default.jpg,FALSE,FALSE,FALSE,Канал 1xbet - https://goo.gl/pz6TmJ\n\nФинито - https://www.youtube.com/user/NikoFinito57\nГерман - https://www.youtube.com/channel/UCnhetBazRft6C6e23_aa6Fw\nДенчик - https://www.youtube.com/watch?v=2Nw_rCU5AAo\nРома - https://www.youtube.com/user/146Romario\n\nЯ в Вконтакте - http://vk.com/stav_r\nInstagram - http://instagram.com/stavr10\nГруппа Вконтакте - http://vk.com/stavrfifa\nТвич Канал - http://www.twitch.tv/stavrpgc\nКанал - http://www.youtube.com/user/ProfGameChannel
QV92uIjiRF4,17.14.11,Воскресный Вечер с Владимиром Соловьевым от 12.11.17,Вечер с Владимиром Соловьевым,25,2017-11-13T02:49:37.000Z,"интервью|""кедми""|""сатановский""|""вопрос""|""общество""|""михеев""|""владимир соловьев""|""кургинян""|""багдасаров""|""передача""|""шахназаров""|""вечер с владимиром соловьевым""|""ковтун""|""политика""|""ответ""|""гость""|""экономика""|""дискуссия""|""общественно-политические""|""политик""|""ток-шоу""|""жириновский""",159579,1352,403,661,https://i.ytimg.com/vi/QV92uIjiRF4/default.jpg,FALSE,FALSE,FALSE,"Вечер с Владимиром Соловьёвым. Эфир от 12 ноября 2017\nПодписаться на «Вечер с Соловьёвым»: https://www.youtube.com/c/poedinoktv?sub_confirmation=1\n\nОфициальный канал ток-шоу на общественно-политические темы: Воскресный вечер с Владимиром Соловьёвым, Поединок. \n\nСмотрите также:\nВечер с Соловьевым: https://www.youtube.com/playlist?list=PLwJvP0lZee7wGKLURAENUVekHeK0nGO-A\nВоскресный вечер с Соловьёвым: https://www.youtube.com/playlist?list=PLwJvP0lZee7zYMGBmzUqNn16P71vHzgkU\nПоединок: https://www.youtube.com/playlist?list=PLwJvP0lZee7w8v4MSf0MftJqoDFW84U4M\n60 минут: https://www.youtube.com/playlist?list=PLLHjKKyQ4OaTNAsBzZYNiJ3whlTLmyEyn\nСпециальный корреспондент: https://www.youtube.com/playlist?list=PLDsFlvSBdSWfD19Ygi5fQADrrc4ICefyG\nВести в субботу с Брилевым: https://www.youtube.com/playlist?list=PLLHjKKyQ4OaRo7DdFmy7lHQColWVXH5Ml\nВести недели с Киселевым: https://www.youtube.com/playlist?list=PLLHjKKyQ4OaTpipoWQNR1ya5zp19Gc4ZB\n60 минут: https://www.youtube.com/playlist?list=PLLHjKKyQ4OaTNAsBzZYNiJ3whlTLmyEyn\nВести в 20:00: https://www.youtube.com/playlist?list=PLLHjKKyQ4OaQNfEVb1ssl-yu2dGPLLS7r\nПолный контакт: https://www.youtube.com/playlist?list=PLwJvP0lZee7wpRxjb7FJmCQviusTNisFk"
slTrGn2h90Y,17.14.11,13 11 17,Jonny .E,1,2017-11-13T07:32:26.000Z,"стеклоногой|""бентли""|""недоумки""|""дорога в школу""",55554,52,7,69,https://i.ytimg.com/vi/slTrGn2h90Y/default.jpg,FALSE,FALSE,FALSE,"Утренняя ситуация. С моего регистратора. Из Бентли папаша высадил старшеклассников и не объяснил им где безопасно дорогу переходить. Те пересекают проезжую часть в неположенном месте и их задевает синяя ВАЗ-2102. Из Бентли неспешно выскакивает папаша и ногой в боковое стекло учит Жигули пропускать пешеходов. Жигули как бы испугалась и поехала по своим делам.\nКак бы вы поступили с той и другой стороны?\nP.S. Заодно узнал, что дата на регистраторе выставлена неверно"
JlJ9lgfaWrc,17.14.11,"Слуга Народа 2 - От любви до импичмента, 21 серия",Слуга народа,43,2017-11-13T18:46:28.000Z,"сериал слуга народа 2|""слуга народа 2""|""слуга народа 2 сезон""|""слуга народа сериал""|""слуга народа 21 серия""|""слуга народа новый сезон""|""новый сезон слуга народа""|""слуга народа премьера""|""слуга народа смотреть онлайн""|""сериал слуга народа онлайн""|""смотреть новый слуга народа""|""слуга народа""|""sluga narodu""|""слуга народа квартал 95 смотреть""|""слуга народа когда выйдет""|""сериал в 4к""|""премьера 4к""|""сериал 2017""|""премьера 2017""|""президент Украины""",293205,6707,195,652,https://i.ytimg.com/vi/JlJ9lgfaWrc/default.jpg,FALSE,FALSE,FALSE,"Ze Kubiki - Спортивный влог Владимира Зеленского https://www.youtube.com/watch?v=8BCGAqFamk8\n\nСлуга Народа 2 сезон, серия 21: Василий Голобородько в очередной раз действует нестандартно и отдает свои 2 миллиона, которые предназначались на предвыборную кампанию, на обустройство новых пешеходных переходов в стране, после чего, вопреки всем прогнозам, выходит на первое место в рейтинге кандидатов, что в свою очередь становиться полной неожиданностью для олигархов и подталкивает их к новым действиям против Васи.\n\nСлуга народа 2. От любви до импичмента, все серии - https://www.youtube.com/watch?v=uNbPwegQcag&list=PLSoP62RB3ymkpI7XMMeKs2J1rxmmR3UjG\nОднажды под Полтавой, 4-й сезон 2017 - https://www.youtube.com/watch?v=D4DJ0702OY0&list=PLprXcH5dhunNOvBrziCD5qPYOIMuS-mOT\nВечерний квартал полные выпуски - https://www.youtube.com/watch?v=U9Z01WDAS_s&list=PL58H4uS5fMRzV7nPb-plAadLKf5uA6wu3\nПремьера! Звездные яйца 2017 - https://www.youtube.com/watch?v=2qzEG7DLPcY&list=PL58H4uS5fMRwoHUjf6LSWhLa5a9i0rd-P\nРассмеши Комика 2017 - новый 14 сезон - https://www.youtube.com/playlist?list=PLVgj_ENHZ-jWr18s6dZEFze4QKJJ2ISKh\nСериал комедия Країна У / Краина У - Новый 7-й сезон - https://www.youtube.com/watch?v=M3qVonG1q-M&list=PLprXcH5dhunPAoBulZIXYDDmgP_fLKyIE\nЛига Смеха 2017 - 3 сезон - полные выпуски - https://www.youtube.com/watch?v=f2O_8MEICKw&list=PLP8qlV2aurYopmUJRNwyDb30OzlSyM6wS\nІгри Приколів - повні випуски https://www.youtube.com/watch?v=Ph08__WYeTE&list=PL58H4uS5fMRyWbYgQiUm-uKeOoeuxPDMs"
UYhP4UHEBhI,17.14.11,РВАТЬ НА БИТАХ - 495 SQUAD Х CODEKIEV (МЛЕЧНЫЙ / ВАРАБ Х GIGA1 / MARUL),#SLOVOSPB PRODUCTION,24,2017-11-12T11:59:47.000Z,"рвать|""на""|""битах""|""рватьнабитах""|""battle""|""battlerap""|""рэп""|""баттл""|""батл""|""vsrap""|""versus""|""versusbattle""|""versusbpm""|""freshblood""|""версус""|""slovo""|""slovospb""|""#slovospb""|""слово""|""словоспб""|""#рватьнабитах""|""#140bpmbattle""|""#140bpm""|""#140бпм""|""140bpmbattle""|""140bpm""|""140бпм""|""495 squad""|""codekiev""|""giga1""|""marul""|""млечный""|""вараб""",540442,31477,1668,3522,https://i.ytimg.com/vi/UYhP4UHEBhI/default.jpg,FALSE,FALSE,FALSE,"БК МАРАФОН - тот марафон, в котором Ты выйдешь победителем - http://bit.ly/mbet-rnb\n\nBINOMO - Получи такой же микрофон по ссылке https://goo.gl/RKpAzP используй промокод BEATONBEATS или RINGBEATS при пополнении счета и забери свой Sennheiser E 845- S\n\nРВАТЬ НА БИТАХ: https://www.youtube.com/channel/UC22n-g_flDuGDvUgFPkAgIw\n\nТот самый MDK: https://vk.com/mudakoff\n\nTRAILHEAD - https://vk.com/clubtrailhead\n\nВИДЕО: \nUMNOV PRODUCTION - https://vk.com/umnovproduction\n\nЗВУК:\nhttps://vk.com/mcbirr\nhttps://vk.com/subboxrecords\n\nE-mail: slovospbproduction@gmail.com"
bmXIYa36Des,17.14.11,"Салон красоты СТРИГА на ул.Гимназической, 59",Рекламный холдинг Медиаселлер,26,2017-09-08T17:20:19.000Z,"стрига|""striga""|""striga salon""|""стрига фмр""|""стрига на гимназической""|""салон красоты""|""стрига краснодар""|""стрига салон""|""салон красоты краснодар""|""салон красоты парикмахерская""|""парикмахерская краснодар""|""салон парикмахерская""",3459,2,19,2,https://i.ytimg.com/vi/bmXIYa36Des/default.jpg,FALSE,FALSE,FALSE,"Открылся стильный и недорогой парикмахерский салон в самом центре Краснодара. Запись по тел: 8-938-523-92-42. Топовые стилисты и адекватные цены в салонах на ул. Гимназической, 59 и Образцова, 22 (ФМР). \nwww.price.strigalook.ru"
ki4HipRPxWw,17.14.11,КЭШБЕРИ. ЦИФРЫ И ФАКТЫ. ЛИЧНЫЙ ОПЫТ.,Кристина Щеглова,22,2017-11-13T04:57:24.000Z,"КЭШБЕРИ|""ПАССИВНЫЙ ДОХОД""|""ИНВЕСТИЦИИ""",67840,19,638,99,https://i.ytimg.com/vi/ki4HipRPxWw/default.jpg,FALSE,FALSE,FALSE,Регистрация в КЭШБЕРИ: https://cashbery.com/?ref=25001\n★Моя страница в Facebook: https://www.facebook.com/kristina.shcheglova.7\n★Viber/Whatsapp/Telegram +38066-900-25-10\n\n\n\nПомощь каналу для развития:\n★ PrivatBank - 4731185611370617 \n★ W1.ua - 166418788162\n★ Яндекс кошелек - 410013964758285\n★ Payeer - P32395988\n★ WMZ - Z104540956527\n★ WMR - R339265137216\n★ WMU - U328520220351\n★ Advanced Cash - R 9989 3617 1805\n★ Advanced Cash - U 8001 7304 4795\n★ Advanced Cash - E 9784 7198 0605\n★ Advanced Cash - H 7110 2337 4585
G_GpbL9Y7fM,17.14.11,Убийство в Восточном экспрессе – ПРИТОРНЫЙ ФАРС (обзор фильма),КИНОКРИТИКА,1,2017-11-13T16:31:27.000Z,"убийство в восточном экспрессе|""убийство в восточном экспрессе обзор""|""убийство в восточном экспрессе обзор фильма""|""убийство в восточном экспрессе критика""|""убийство в восточном экспрессе мнение""|""убийство в восточном экспрессе отзывы""|""убийство в восточном экспрессе рецензии""|""убийство в восточном экспрессе смотреть онлайн""|""убийство в восточном экспрессе роман""|""убийство в восточном экспрессе 2017""|""кеннет брана""|""обзоры фильмов""|""кинообзоры""|""кинокритика""|""илья бунин""|""kinokritika""",44339,3038,499,361,https://i.ytimg.com/vi/G_GpbL9Y7fM/default.jpg,FALSE,FALSE,FALSE,"Закажи портрет на mrHolst - https://goo.gl/VaDgis\nПредыдущее видео: Михаил Задорнов, ЛУЧШИЕ КИНОЗЛОДЕИ и др - Новости кино - https://youtu.be/YX3AxwE9GFw\nМой основной паблик ВКонтакте - https://vk.com/kinokritika_pro\nМой Инстаграм - http://instagram.com/ilyabunin\nПо вопросам рекламы: adv.kinokritika@yandex.ru\nПо вопросам сотрудничества\творческим: kinokritiky@gmail.com\nЭлектронные кошельки для желающих поддержать проект: \nЯндекс.Деньги: https://money.yandex.ru/to/410014002289775\nВебмани: R242162015734\n\nДелаю обзоры почти всех премьеры фильмов и не только, так что подписывайтесь=)) Оценивайте, комментируйте, пишите своем мнение о фильме в комментарии. В паблике в контакте мы с ребятами выкладываем только интересные новости из мира кино, без воды.\nPs. Ведите себя прилично в комментах, чтобы всем было приятно общаться и приучайте других быдляков и школоло к нормальному, человеческому общению=))\nУбийство в Восточном экспрессе - мнение, отзыв, рецензия и обзор в одном видео\nКинокритика Илья Бунин"
